Event date,Event,Ticket ID,Payment date,Ticket price buyer,Original ticket price,Ticket listing price,Revenue,Event ID,Seller user ID,Buyer user ID,Listing created Date,Meets ticket Fairshare conditions? (Yes / No),Refund created Date,Kickback,Fairshare
2024-05-05,Golden Giraffe,24786320,2024-04-14,€63.95,€49.28,€59.13,€4.89,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13330560,10979713,2024-04-14,Yes,,€0.49,€3.45
2024-05-23,Electric Emu,25482294,2024-05-22,€48.67,€85.00,€45.00,€3.66,62df8913-4e36-4cb0-a971-44b8ccff3d7b,9280238,7624644,2024-05-21,No,,€0.37,€0.37
2024-05-23,Electric Emu,25498007,2024-05-23,€43.26,€65.00,€40.00,€3.31,62df8913-4e36-4cb0-a971-44b8ccff3d7b,13481771,13566203,2024-05-21,No,,€0.33,€0.33
2024-05-23,Electric Emu,25538254,2024-05-23,€49.75,€95.20,€46.00,€3.80,62df8913-4e36-4cb0-a971-44b8ccff3d7b,7253117,349530,2024-05-23,No,,€0.38,€0.38
2024-05-25,Jubilant Jellybean,25541553,2024-05-23,€116.29,€89.60,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,3450971,10024857,2024-05-23,Yes,,€0.89,€6.27
2024-05-05,Golden Giraffe,25154639,2024-05-05,€59.92,€61.60,€55.40,€4.58,e0d78d5c-7086-4d89-87ef-b1388f842f2c,27611,6374230,2024-05-05,No,,€0.46,€0.46
2024-05-26,Lucky Llama,25616021,2024-05-26,€54.08,€85.00,€50.00,€4.13,dcd3cee8-dbe6-48fa-a229-f544c6857872,13854462,1199527,2024-05-26,No,,€0.41,€0.41
2024-05-27,Brilliant Banjo,25617898,2024-05-27,€150.80,€139.44,€139.44,€11.52,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,10097227,6892151,2024-05-26,No,,€1.15,€1.15
2024-05-05,Golden Giraffe,25093454,2024-05-02,€74.62,€61.60,€69.00,€5.70,e0d78d5c-7086-4d89-87ef-b1388f842f2c,1662080,8124743,2024-05-01,Yes,,€0.57,€1.98
2024-05-05,Golden Giraffe,25160872,2024-05-05,€54.08,€61.60,€50.00,€4.13,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8903685,910705,2024-05-05,No,,€0.41,€0.41
2024-05-05,Golden Giraffe,25154743,2024-05-05,€56.24,€61.60,€52.00,€4.30,e0d78d5c-7086-4d89-87ef-b1388f842f2c,432466,8534714,2024-05-05,No,,€0.43,€0.43
2024-05-05,Golden Giraffe,24709483,2024-04-09,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,11263392,12698679,2024-04-09,Yes,,€0.61,€4.31
2024-05-29,Curious Cactus,24605313,2024-04-02,€113.37,€87.36,€104.83,€8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,12957170,3198796,2024-04-02,No,,€0.87,€0.87
2024-05-05,Golden Giraffe,25059758,2024-04-29,€70.30,€61.60,€65.00,€5.37,e0d78d5c-7086-4d89-87ef-b1388f842f2c,7009616,1951164,2024-04-29,Yes,,€0.54,€0.08
2024-05-26,Lucky Llama,25395095,2024-05-21,€64.89,€90.00,€60.00,€4.98,dcd3cee8-dbe6-48fa-a229-f544c6857872,13756554,3913879,2024-05-17,No,,€0.50,€0.50
2024-05-23,Electric Emu,25481806,2024-05-21,€86.42,€72.80,€79.90,€6.61,62df8913-4e36-4cb0-a971-44b8ccff3d7b,3309806,2567674,2024-05-21,Yes,,€0.66,€1.55
2024-05-31,Daring Dragon,25485518,2024-05-28,€29.18,€72.80,€26.98,€2.23,5e160574-2903-43c6-bf2b-9091ba693c26,1912739,605497,2024-05-21,No,,€0.22,€0.22
2024-05-24,Hungry Hedgehog,25528005,2024-05-23,€116.29,€89.60,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,12213494,6566093,2024-05-23,Yes,,€0.89,€6.27
2024-05-25,Jubilant Jellybean,25600577,2024-05-25,€152.63,€180.00,€141.12,€11.66,2772b208-9bd2-4817-a281-af19555e0ec5,5959320,13842021,2024-05-25,No,,€1.17,€1.17
2024-05-31,Daring Dragon,25416260,2024-05-25,€21.63,€72.80,€20.00,€1.65,5e160574-2903-43c6-bf2b-9091ba693c26,3570576,708046,2024-05-18,No,,€0.17,€0.17
2024-05-24,Hungry Hedgehog,25466274,2024-05-20,€152.63,€152.00,€141.12,€11.67,a9f8217c-e4ac-45de-a588-36521e661c14,372281,6568389,2024-05-20,No,,€1.17,€1.17
2024-05-24,Hungry Hedgehog,25480874,2024-05-21,€152.63,€134.40,€141.12,€11.67,a9f8217c-e4ac-45de-a588-36521e661c14,5072747,6159775,2024-05-21,No,,€1.17,€1.17
2024-05-27,Brilliant Banjo,25489872,2024-05-21,€153.14,€118.00,€141.60,€11.70,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,9517901,12721981,2024-05-21,Yes,,€1.17,€8.26
2024-05-24,Hungry Hedgehog,25508992,2024-05-22,€109.02,€84.00,€100.80,€8.33,a9f8217c-e4ac-45de-a588-36521e661c14,8361710,12549221,2024-05-22,Yes,,€0.83,€5.88
2024-05-25,Jubilant Jellybean,25515305,2024-05-22,€92.82,€84.00,€85.82,€7.84,2772b208-9bd2-4817-a281-af19555e0ec5,13800735,13799435,2024-05-22,No,,€0.78,€0.78
2024-05-25,Jubilant Jellybean,25532148,2024-05-23,€116.29,€89.60,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,3964000,10413838,2024-05-23,Yes,,€0.89,€6.27
2024-05-27,Brilliant Banjo,25628996,2024-05-27,€162.23,€178.00,€150.00,€12.40,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,185970,1480959,2024-05-27,No,,€1.24,€1.24
2024-05-24,Hungry Hedgehog,25528176,2024-05-23,€116.29,€100.00,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,1656037,5530206,2024-05-23,Yes,,€0.89,€1.07
2024-05-31,Daring Dragon,25639465,2024-05-27,€36.76,€72.80,€33.99,€2.80,5e160574-2903-43c6-bf2b-9091ba693c26,211765,33737,2024-05-27,No,,€0.28,€0.28
2024-05-29,Curious Cactus,23960235,2024-02-19,€64.89,€53.76,€60.00,€4.96,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,567264,11974482,2024-02-19,Yes,,€0.50,€1.62
2024-05-05,Golden Giraffe,24913515,2024-04-22,€70.30,€61.60,€65.00,€5.38,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8953106,410984,2024-04-22,Yes,,€0.54,€0.08
2024-05-25,Jubilant Jellybean,25327306,2024-05-14,€109.02,€84.00,€100.80,€8.33,2772b208-9bd2-4817-a281-af19555e0ec5,6854269,11173668,2024-05-14,Yes,,€0.83,€5.88
2024-05-31,Daring Dragon,25337378,2024-05-29,€27.04,€72.80,€25.00,€2.07,5e160574-2903-43c6-bf2b-9091ba693c26,4698493,13558546,2024-05-15,No,,€0.21,€0.21
2024-05-26,Lucky Llama,25560388,2024-05-24,€74.50,€95.30,€68.89,€5.69,dcd3cee8-dbe6-48fa-a229-f544c6857872,1912739,382422,2024-05-24,No,,€0.57,€0.57
2024-05-31,Daring Dragon,23705728,2024-01-31,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,13720,6901811,2024-01-31,Yes,,€0.72,€5.10
2024-05-26,Lucky Llama,25382683,2024-05-17,€86.52,€117.50,€80.00,€6.61,dcd3cee8-dbe6-48fa-a229-f544c6857872,3633292,1383148,2024-05-16,No,,€0.66,€0.66
2024-05-24,Hungry Hedgehog,25473756,2024-05-22,€124.37,€180.00,€115.00,€9.50,a9f8217c-e4ac-45de-a588-36521e661c14,13445514,1062781,2024-05-20,No,,€0.95,€0.95
2024-05-23,Electric Emu,25538860,2024-05-23,€42.90,€95.20,€39.67,€3.27,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739,13821141,2024-05-23,No,,€0.33,€0.33
2024-05-31,Daring Dragon,25681917,2024-05-30,€24.87,€72.80,€23.00,€1.90,5e160574-2903-43c6-bf2b-9091ba693c26,7235473,3110995,2024-05-29,No,,€0.19,€0.19
2024-05-29,Curious Cactus,24707992,2024-04-09,€98.84,€76.16,€91.39,€7.56,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,6555586,12727948,2024-04-09,No,,€0.76,€0.76
2024-05-08,Fancy Flamingo,25214061,2024-05-08,€44.99,€72.80,€41.60,€3.44,6914373f-7098-4132-a8de-5af04c8204b7,1912739,737190,2024-05-08,No,,€0.34,€0.34
2024-05-26,Lucky Llama,25492964,2024-05-22,€80.03,€85.00,€74.00,€5.97,dcd3cee8-dbe6-48fa-a229-f544c6857872,5841447,8237553,2024-05-21,No,,€0.60,€0.60
2024-05-31,Daring Dragon,24728198,2024-04-25,€59.48,€50.40,€55.00,€4.55,5e160574-2903-43c6-bf2b-9091ba693c26,13440736,10292069,2024-04-11,Yes,,€0.46,€0.93
2024-05-29,Curious Cactus,24731777,2024-05-12,€94.48,€87.36,€87.36,€7.22,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1309318,5742320,2024-04-11,No,,€0.72,€0.72
2024-05-29,Curious Cactus,25061543,2024-04-30,€98.84,€76.16,€91.39,€7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,9517901,12876834,2024-04-29,Yes,,€0.76,€5.33
2024-05-26,Lucky Llama,25067600,2024-05-12,€83.28,€90.00,€77.00,€6.39,dcd3cee8-dbe6-48fa-a229-f544c6857872,7901550,13712442,2024-04-30,No,,€0.64,€0.64
2024-05-05,Golden Giraffe,25152848,2024-05-05,€64.89,€72.80,€60.00,€4.96,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2992339,3118608,2024-05-05,No,,€0.50,€0.50
2024-05-08,Fancy Flamingo,25203445,2024-05-08,€55.16,€107.00,€51.00,€4.21,6914373f-7098-4132-a8de-5af04c8204b7,876935,11779429,2024-05-08,No,,€0.42,€0.42
2024-05-24,Hungry Hedgehog,25547611,2024-05-24,€116.29,€89.60,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,5911091,13708655,2024-05-24,Yes,,€0.89,€6.27
2024-05-25,Jubilant Jellybean,25580786,2024-05-25,€149.25,€115.00,€138.00,€11.40,2772b208-9bd2-4817-a281-af19555e0ec5,12542919,13071207,2024-05-25,Yes,,€1.14,€8.05
2024-05-29,Curious Cactus,25668848,2024-05-28,€54.08,€64.96,€50.00,€4.13,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13880011,13880355,2024-05-28,No,,€0.41,€0.41
2024-05-23,Electric Emu,25502871,2024-05-22,€36.77,€95.00,€34.00,€2.81,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1364561,12407564,2024-05-22,No,,€0.28,€0.28
2024-05-24,Hungry Hedgehog,25546271,2024-05-24,€152.63,€200.00,€141.12,€11.67,a9f8217c-e4ac-45de-a588-36521e661c14,12845137,13825522,2024-05-23,No,,€1.17,€1.17
2024-05-26,Lucky Llama,25560344,2024-05-24,€74.50,€95.30,€68.89,€5.69,dcd3cee8-dbe6-48fa-a229-f544c6857872,1912739,2517899,2024-05-24,No,,€0.57,€0.57
2024-05-31,Daring Dragon,25623126,2024-05-28,€59.48,€72.80,€55.00,€4.55,5e160574-2903-43c6-bf2b-9091ba693c26,2417898,1624740,2024-05-26,No,,€0.46,€0.46
2024-05-29,Curious Cactus,22850230,2023-11-22,€127.91,€98.56,€118.27,€9.77,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4390080,158360,2023-11-22,Yes,,€0.98,€6.90
2024-05-05,Golden Giraffe,25046076,2024-04-28,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13584049,10680020,2024-04-28,Yes,,€0.61,€4.31
2024-05-25,Jubilant Jellybean,25347310,2024-05-15,€116.29,€89.60,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,537587,8652078,2024-05-15,Yes,,€0.89,€6.27
2024-05-24,Hungry Hedgehog,25455899,2024-05-19,€116.29,€89.60,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,6292615,13698032,2024-05-19,Yes,,€0.89,€6.27
2024-05-31,Daring Dragon,23860298,2024-02-11,€86.52,€72.80,€80.00,€6.62,5e160574-2903-43c6-bf2b-9091ba693c26,603696,214960,2024-02-11,Yes,,€0.66,€1.60
2024-05-29,Curious Cactus,24066353,2024-02-26,€98.84,€76.16,€91.39,€7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2942559,11140426,2024-02-26,Yes,,€0.76,€5.33
2024-05-08,Fancy Flamingo,25165517,2024-05-06,€56.92,€72.80,€52.63,€4.34,6914373f-7098-4132-a8de-5af04c8204b7,746806,11675008,2024-05-06,No,,€0.43,€0.43
2024-05-08,Fancy Flamingo,25208627,2024-05-08,€59.48,€72.00,€55.00,€4.54,6914373f-7098-4132-a8de-5af04c8204b7,48810,7803080,2024-05-08,No,,€0.45,€0.45
2024-05-29,Curious Cactus,25300908,2024-05-13,€69.77,€53.76,€64.51,€5.30,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1205660,13719096,2024-05-13,Yes,,€0.53,€3.76
2024-05-24,Hungry Hedgehog,25330455,2024-05-14,€116.29,€90.00,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,632261,10967547,2024-05-14,Yes,,€0.89,€6.07
2024-05-25,Jubilant Jellybean,25394513,2024-05-17,€109.02,€84.00,€100.80,€8.33,2772b208-9bd2-4817-a281-af19555e0ec5,13628884,8298721,2024-05-17,Yes,,€0.83,€5.88
2024-05-24,Hungry Hedgehog,25449556,2024-05-19,€116.29,€89.60,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7174095,7611096,2024-05-19,Yes,,€0.89,€6.27
2024-05-23,Electric Emu,25538792,2024-05-23,€35.69,€50.00,€33.00,€2.72,62df8913-4e36-4cb0-a971-44b8ccff3d7b,7194367,228181,2024-05-23,No,,€0.27,€0.27
2024-05-27,Brilliant Banjo,25609444,2024-05-26,€108.15,€128.00,€100.00,€8.27,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,10731868,1904462,2024-05-26,No,,€0.83,€0.83
2024-05-31,Daring Dragon,23443325,2024-01-03,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,1263725,12224612,2024-01-03,Yes,,€0.72,€5.10
2024-05-05,Golden Giraffe,25150475,2024-05-05,€58.40,€61.60,€54.00,€4.46,e0d78d5c-7086-4d89-87ef-b1388f842f2c,447026,3721671,2024-05-04,No,,€0.45,€0.45
2024-05-26,Lucky Llama,25557072,2024-05-24,€75.71,€95.30,€70.00,€5.79,dcd3cee8-dbe6-48fa-a229-f544c6857872,4609199,2154381,2024-05-24,No,,€0.58,€0.58
2024-05-26,Lucky Llama,25566671,2024-05-26,€75.71,€95.00,€70.00,€5.79,dcd3cee8-dbe6-48fa-a229-f544c6857872,6792804,8284276,2024-05-24,No,,€0.58,€0.58
2024-05-27,Brilliant Banjo,25577586,2024-05-25,€122.21,€128.00,€113.00,€9.34,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,1558107,10881798,2024-05-24,No,,€0.93,€0.93
2024-05-26,Lucky Llama,24879442,2024-04-21,€91.93,€95.00,€85.00,€7.02,dcd3cee8-dbe6-48fa-a229-f544c6857872,11987452,11005563,2024-04-20,No,,€0.70,€0.70
2024-05-29,Curious Cactus,25051415,2024-04-29,€113.37,€87.36,€104.83,€8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4545202,11993374,2024-04-29,No,,€0.87,€0.87
2024-05-05,Golden Giraffe,25116857,2024-05-03,€70.30,€61.60,€65.00,€5.37,e0d78d5c-7086-4d89-87ef-b1388f842f2c,5322765,605857,2024-05-03,Yes,,€0.54,€0.08
2024-05-31,Daring Dragon,25503735,2024-05-30,€34.61,€72.80,€32.00,€2.64,5e160574-2903-43c6-bf2b-9091ba693c26,928731,5351055,2024-05-22,No,,€0.26,€0.26
2024-05-29,Curious Cactus,23053423,2023-12-06,€98.84,€76.16,€91.39,€7.56,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2902066,5331055,2023-12-06,Yes,,€0.76,€5.33
2024-05-05,Golden Giraffe,24903928,2024-04-22,€79.95,€61.60,€73.92,€6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,1731951,12226369,2024-04-22,No,,€0.61,€0.61
2024-05-08,Fancy Flamingo,25214086,2024-05-08,€42.18,€72.80,€39.00,€3.22,6914373f-7098-4132-a8de-5af04c8204b7,7604131,10800104,2024-05-08,No,,€0.32,€0.32
2024-05-24,Hungry Hedgehog,25524547,2024-05-23,€116.29,€130.00,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,5219849,13799412,2024-05-23,No,,€0.89,€0.89
2024-05-31,Daring Dragon,25623973,2024-05-27,€37.85,€72.80,€35.00,€2.89,5e160574-2903-43c6-bf2b-9091ba693c26,439640,2867338,2024-05-26,No,,€0.29,€0.29
2024-05-27,Brilliant Banjo,25638408,2024-05-27,€113.99,€128.24,€105.40,€8.72,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,7494204,5919403,2024-05-27,No,,€0.87,€0.87
2024-05-31,Daring Dragon,25726475,2024-05-31,€27.00,€72.80,€24.96,€2.06,5e160574-2903-43c6-bf2b-9091ba693c26,1912739,7221256,2024-05-31,No,,€0.21,€0.21
2024-05-24,Hungry Hedgehog,25386016,2024-05-17,€94.48,€72.80,€87.36,€7.22,a9f8217c-e4ac-45de-a588-36521e661c14,13721647,13748740,2024-05-17,Yes,,€0.72,€5.10
2024-05-23,Electric Emu,25514260,2024-05-22,€34.48,€87.00,€31.89,€2.63,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739,13233278,2024-05-22,No,,€0.26,€0.26
2024-05-24,Hungry Hedgehog,25532639,2024-05-23,€152.63,€117.60,€141.12,€11.67,a9f8217c-e4ac-45de-a588-36521e661c14,6888512,13813342,2024-05-23,Yes,,€1.17,€8.23
2024-05-29,Curious Cactus,23840344,2024-02-10,€98.84,€76.16,€91.39,€7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2945971,12995816,2024-02-10,Yes,,€0.76,€5.33
2024-05-29,Curious Cactus,24976602,2024-04-26,€113.36,€120.00,€104.82,€8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,283077,1496514,2024-04-26,No,,€0.87,€0.87
2024-05-29,Curious Cactus,23577569,2024-01-19,€84.31,€64.96,€77.95,€6.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1593951,8450095,2024-01-19,No,,€0.65,€0.65
2024-05-05,Golden Giraffe,25137575,2024-05-04,€59.48,€61.60,€55.00,€4.55,e0d78d5c-7086-4d89-87ef-b1388f842f2c,125524,13603373,2024-05-04,No,,€0.46,€0.46
2024-05-05,Golden Giraffe,25159494,2024-05-05,€54.08,€61.60,€50.00,€4.57,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3320455,11544186,2024-05-05,No,,€0.46,€0.46
2024-05-25,Jubilant Jellybean,25509348,2024-05-22,€109.02,€84.00,€100.80,€8.33,2772b208-9bd2-4817-a281-af19555e0ec5,8361710,12067129,2024-05-22,Yes,,€0.83,€5.88
2024-05-25,Jubilant Jellybean,25530018,2024-05-23,€116.29,€116.90,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,5170848,324622,2024-05-23,No,,€0.89,€0.89
2024-05-08,Fancy Flamingo,25213253,2024-05-08,€43.26,€72.80,€40.00,€3.31,6914373f-7098-4132-a8de-5af04c8204b7,10716756,4249451,2024-05-08,No,,€0.33,€0.33
2024-05-24,Hungry Hedgehog,25276683,2024-05-11,€114.64,€100.35,€106.00,€8.76,a9f8217c-e4ac-45de-a588-36521e661c14,160802,7332112,2024-05-11,Yes,,€0.88,€0.18
2024-05-24,Hungry Hedgehog,25557549,2024-05-24,€116.29,€110.00,€107.52,€8.90,a9f8217c-e4ac-45de-a588-36521e661c14,7614993,13457051,2024-05-24,No,,€0.89,€0.89
2024-05-25,Jubilant Jellybean,25580753,2024-05-25,€142.76,€110.00,€132.00,€10.91,2772b208-9bd2-4817-a281-af19555e0ec5,12542919,9118722,2024-05-25,Yes,,€1.09,€7.70
2024-05-26,Lucky Llama,25611453,2024-05-26,€73.54,€95.30,€68.00,€5.62,dcd3cee8-dbe6-48fa-a229-f544c6857872,13852822,5308046,2024-05-26,No,,€0.56,€0.56
2024-05-31,Daring Dragon,23674628,2024-01-28,€94.48,€72.80,€87.36,€7.22,5e160574-2903-43c6-bf2b-9091ba693c26,701194,7071984,2024-01-28,Yes,,€0.72,€5.10
2024-05-25,Jubilant Jellybean,25469454,2024-05-20,€115.50,€89.00,€106.80,€8.83,2772b208-9bd2-4817-a281-af19555e0ec5,8361710,11788391,2024-05-20,Yes,,€0.88,€6.23
2024-05-25,Jubilant Jellybean,25547546,2024-05-24,€66.62,€61.60,€61.60,€5.10,2772b208-9bd2-4817-a281-af19555e0ec5,13824776,10056136,2024-05-24,No,,€0.51,€0.51
2024-05-25,Jubilant Jellybean,25557584,2024-05-24,€116.29,€120.00,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,6355243,10001760,2024-05-24,No,,€0.89,€0.89
2024-05-29,Curious Cactus,25628875,2024-05-28,€37.85,€33.00,€35.00,€2.90,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,12242176,13875403,2024-05-27,Yes,,€0.29,€0.13
2024-05-31,Daring Dragon,25731383,2024-05-31,€24.87,€72.80,€23.00,€1.90,5e160574-2903-43c6-bf2b-9091ba693c26,1262846,6395351,2024-05-31,No,,€0.19,€0.19
2024-05-31,Daring Dragon,23534601,2024-01-14,€79.95,€61.60,€73.92,€6.11,5e160574-2903-43c6-bf2b-9091ba693c26,11407151,9195526,2024-01-14,Yes,,€0.61,€4.31
2024-05-08,Fancy Flamingo,25211726,2024-05-08,€54.08,€72.00,€50.00,€4.57,6914373f-7098-4132-a8de-5af04c8204b7,5333045,5307262,2024-05-08,No,,€0.46,€0.46
2024-05-08,Fancy Flamingo,25214508,2024-05-08,€48.67,€45.00,€45.00,€3.72,6914373f-7098-4132-a8de-5af04c8204b7,7366607,66515,2024-05-08,No,,€0.37,€0.37
2024-05-23,Electric Emu,25485970,2024-05-22,€34.61,€75.00,€32.00,€2.64,62df8913-4e36-4cb0-a971-44b8ccff3d7b,423615,11799864,2024-05-21,No,,€0.26,€0.26
2024-05-25,Jubilant Jellybean,25527598,2024-05-23,€116.29,€89.60,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,4082025,11923156,2024-05-23,Yes,,€0.89,€6.27
2024-05-25,Jubilant Jellybean,25551410,2024-05-24,€116.29,€90.00,€107.52,€8.89,2772b208-9bd2-4817-a281-af19555e0ec5,9512369,13826724,2024-05-24,Yes,,€0.89,€6.07
2024-05-31,Daring Dragon,25623852,2024-05-26,€32.43,€84.00,€29.99,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,1216689,9190106,2024-05-26,No,,€0.25,€0.25
2024-05-25,Jubilant Jellybean,25285252,2024-05-12,€116.29,€89.60,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,9140430,2300319,2024-05-12,Yes,,€0.89,€6.27
2024-05-31,Daring Dragon,25346108,2024-05-26,€42.18,€72.80,€39.00,€3.23,5e160574-2903-43c6-bf2b-9091ba693c26,5345959,13856057,2024-05-15,No,,€0.32,€0.32
2024-05-24,Hungry Hedgehog,25371507,2024-05-17,€152.63,€117.60,€141.12,€11.67,a9f8217c-e4ac-45de-a588-36521e661c14,12213494,12195632,2024-05-16,Yes,,€1.17,€8.23
2024-05-23,Electric Emu,25529675,2024-05-23,€35.50,€95.20,€32.83,€2.71,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739,10985035,2024-05-23,No,,€0.27,€0.27
2024-05-24,Hungry Hedgehog,25555117,2024-05-24,€116.29,€200.00,€107.52,€8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7984046,861553,2024-05-24,No,,€0.89,€0.89
2024-05-27,Brilliant Banjo,25566532,2024-05-25,€102.74,€139.44,€95.00,€7.73,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,13832274,4775089,2024-05-24,No,,€0.77,€0.77
2024-05-29,Curious Cactus,21727742,2023-09-15,€45.42,€35.00,€42.00,€3.47,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,11988456,11988812,2023-09-15,No,,€0.35,€0.35
2024-05-05,Golden Giraffe,24915023,2024-04-22,€43.26,€49.28,€40.00,€3.30,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3281241,9256056,2024-04-22,No,,€0.33,€0.33
2024-05-05,Golden Giraffe,25140181,2024-05-04,€62.73,€61.60,€58.00,€4.79,e0d78d5c-7086-4d89-87ef-b1388f842f2c,168072,6891059,2024-05-04,No,,€0.48,€0.48
2024-05-31,Daring Dragon,25474306,2024-05-30,€32.45,€72.80,€30.00,€2.48,5e160574-2903-43c6-bf2b-9091ba693c26,9017646,739099,2024-05-20,No,,€0.25,€0.25
2024-05-23,Electric Emu,25486772,2024-05-21,€62.73,€95.20,€58.00,€4.79,62df8913-4e36-4cb0-a971-44b8ccff3d7b,12983305,11856276,2024-05-21,No,,€0.48,€0.48
2024-05-23,Electric Emu,25492220,2024-05-22,€37.75,€92.20,€34.90,€2.90,62df8913-4e36-4cb0-a971-44b8ccff3d7b,8065627,13544367,2024-05-21,No,,€0.29,€0.29
2024-05-29,Curious Cactus,21709479,2023-09-14,€108.15,€87.36,€100.00,€8.26,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,637275,3204438,2023-09-14,Yes,,€0.83,€3.82
2024-05-05,Golden Giraffe,25147011,2024-05-05,€54.08,€61.60,€50.00,€4.14,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8524206,7091452,2024-05-04,No,,€0.41,€0.41
2024-05-24,Hungry Hedgehog,25507767,2024-05-22,€96.96,€89.60,€89.65,€8.19,a9f8217c-e4ac-45de-a588-36521e661c14,13800735,7844854,2024-05-22,No,,€0.82,€0.82
2024-05-25,Jubilant Jellybean,25574017,2024-05-24,€146.00,€117.60,€135.00,€11.16,2772b208-9bd2-4817-a281-af19555e0ec5,5297615,6970318,2024-05-24,Yes,,€1.12,€5.33
2024-05-23,Electric Emu,25487404,2024-05-22,€90.31,€123.20,€83.50,€6.97,62df8913-4e36-4cb0-a971-44b8ccff3d7b,6452387,10538827,2024-05-21,No,,€0.70,€0.70
2024-05-27,Brilliant Banjo,25319305,2024-05-15,€156.82,€128.24,€145.00,€11.98,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,1526644,7390621,2024-05-14,Yes,,€1.20,€4.75
2024-05-29,Curious Cactus,25486795,2024-05-26,€45.97,€64.96,€42.50,€3.52,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,7470010,13858394,2024-05-21,No,,€0.35,€0.35
2024-05-23,Electric Emu,25502052,2024-05-23,€54.08,€130.00,€50.00,€4.14,62df8913-4e36-4cb0-a971-44b8ccff3d7b,3339546,244237,2024-05-22,No,,€0.41,€0.41
2024-05-25,Jubilant Jellybean,25570139,2024-05-24,€116.29,€120.00,€107.52,€8.90,2772b208-9bd2-4817-a281-af19555e0ec5,3603798,13834605,2024-05-24,No,,€0.89,€0.89
2024-05-31,Daring Dragon,23571768,2024-02-02,€37.85,€33.59,€35.00,€2.90,5e160574-2903-43c6-bf2b-9091ba693c26,12877512,10033471,2024-01-19,No,,€0.29,€0.29
