Event date,Event,Ticket ID,Payment date,Ticket price buyer,Original ticket price,Ticket listing price,Revenue,Event ID,Seller user ID,Buyer user ID,Listing created Date,Meets ticket Fairshare conditions? (Yes / No),Refund created Date,Kickback,Fairshare,Ratio,Ticket_Class
2024-05-25,Jubilant Jellybean,25541553.0,2024-05-23,116.29,89.6,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,3450971.0,10024857.0,2024-05-23,True,,0.89,6.27,7.044943820224718,CG
2024-05-05,Golden Giraffe,25154639.0,2024-05-05,59.92,61.6,55.4,4.58,e0d78d5c-7086-4d89-87ef-b1388f842f2c,27611.0,6374230.0,2024-05-05,False,,0.46,0.46,1.0,E
2024-05-26,Lucky Llama,25616021.0,2024-05-26,54.08,85.0,50.0,4.13,dcd3cee8-dbe6-48fa-a229-f544c6857872,13854462.0,1199527.0,2024-05-26,False,,0.41,0.41,1.0,AD
2024-05-27,Brilliant Banjo,25617898.0,2024-05-27,150.8,139.44,139.44,11.52,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,10097227.0,6892151.0,2024-05-26,False,,1.15,1.15,1.0,AQ
2024-05-05,Golden Giraffe,25093454.0,2024-05-02,74.62,61.6,69.0,5.7,e0d78d5c-7086-4d89-87ef-b1388f842f2c,1662080.0,8124743.0,2024-05-01,True,,0.57,1.98,3.473684210526316,E
2024-05-05,Golden Giraffe,25160872.0,2024-05-05,54.08,61.6,50.0,4.13,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8903685.0,910705.0,2024-05-05,False,,0.41,0.41,1.0,E
2024-05-05,Golden Giraffe,25154743.0,2024-05-05,56.24,61.6,52.0,4.3,e0d78d5c-7086-4d89-87ef-b1388f842f2c,432466.0,8534714.0,2024-05-05,False,,0.43,0.43,1.0,E
2024-05-05,Golden Giraffe,24709483.0,2024-04-09,79.95,61.6,73.92,6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,11263392.0,12698679.0,2024-04-09,True,,0.61,4.31,7.0655737704918025,E
2024-05-29,Curious Cactus,24605313.0,2024-04-02,113.37,87.36,104.83,8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,12957170.0,3198796.0,2024-04-02,False,,0.87,0.87,1.0,E
2024-05-05,Golden Giraffe,25059758.0,2024-04-29,70.3,61.6,65.0,5.37,e0d78d5c-7086-4d89-87ef-b1388f842f2c,7009616.0,1951164.0,2024-04-29,True,,0.54,0.08,0.14814814814814814,E
2024-05-26,Lucky Llama,25395095.0,2024-05-21,64.89,90.0,60.0,4.98,dcd3cee8-dbe6-48fa-a229-f544c6857872,13756554.0,3913879.0,2024-05-17,False,,0.5,0.5,1.0,AA
2024-05-23,Electric Emu,25481806.0,2024-05-21,86.42,72.8,79.9,6.61,62df8913-4e36-4cb0-a971-44b8ccff3d7b,3309806.0,2567674.0,2024-05-21,True,,0.66,1.55,2.3484848484848486,AW
2024-05-31,Daring Dragon,25485518.0,2024-05-28,29.18,72.8,26.98,2.23,5e160574-2903-43c6-bf2b-9091ba693c26,1912739.0,605497.0,2024-05-21,False,,0.22,0.22,1.0,B
2024-05-24,Hungry Hedgehog,25528005.0,2024-05-23,116.29,89.6,107.52,8.9,a9f8217c-e4ac-45de-a588-36521e661c14,12213494.0,6566093.0,2024-05-23,True,,0.89,6.27,7.044943820224718,BU
2024-05-25,Jubilant Jellybean,25600577.0,2024-05-25,152.63,180.0,141.12,11.66,2772b208-9bd2-4817-a281-af19555e0ec5,5959320.0,13842021.0,2024-05-25,False,,1.17,1.17,1.0,G
2024-05-31,Daring Dragon,25416260.0,2024-05-25,21.63,72.8,20.0,1.65,5e160574-2903-43c6-bf2b-9091ba693c26,3570576.0,708046.0,2024-05-18,False,,0.17,0.17,1.0,B
2024-05-24,Hungry Hedgehog,25466274.0,2024-05-20,152.63,152.0,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,372281.0,6568389.0,2024-05-20,False,,1.17,1.17,1.0,P
2024-05-24,Hungry Hedgehog,25480874.0,2024-05-21,152.63,134.4,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,5072747.0,6159775.0,2024-05-21,False,,1.17,1.17,1.0,W
2024-05-27,Brilliant Banjo,25489872.0,2024-05-21,153.14,118.0,141.6,11.7,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,9517901.0,12721981.0,2024-05-21,True,,1.17,8.26,7.0598290598290605,BF
2024-05-24,Hungry Hedgehog,25508992.0,2024-05-22,109.02,84.0,100.8,8.33,a9f8217c-e4ac-45de-a588-36521e661c14,8361710.0,12549221.0,2024-05-22,True,,0.83,5.88,7.0843373493975905,BZ
2024-05-25,Jubilant Jellybean,25515305.0,2024-05-22,92.82,84.0,85.82,7.84,2772b208-9bd2-4817-a281-af19555e0ec5,13800735.0,13799435.0,2024-05-22,False,,0.78,0.78,1.0,CM
2024-05-25,Jubilant Jellybean,25532148.0,2024-05-23,116.29,89.6,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,3964000.0,10413838.0,2024-05-23,True,,0.89,6.27,7.044943820224718,CG
2024-05-27,Brilliant Banjo,25628996.0,2024-05-27,162.23,178.0,150.0,12.4,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,185970.0,1480959.0,2024-05-27,False,,1.24,1.24,1.0,AD
2024-05-24,Hungry Hedgehog,25528176.0,2024-05-23,116.29,100.0,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,1656037.0,5530206.0,2024-05-23,True,,0.89,1.07,1.202247191011236,BI
2024-05-31,Daring Dragon,25639465.0,2024-05-27,36.76,72.8,33.99,2.8,5e160574-2903-43c6-bf2b-9091ba693c26,211765.0,33737.0,2024-05-27,False,,0.28,0.28,1.0,B
2024-05-29,Curious Cactus,23960235.0,2024-02-19,64.89,53.76,60.0,4.96,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,567264.0,11974482.0,2024-02-19,True,,0.5,1.62,3.24,J
2024-05-05,Golden Giraffe,24913515.0,2024-04-22,70.3,61.6,65.0,5.38,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8953106.0,410984.0,2024-04-22,True,,0.54,0.08,0.14814814814814814,E
2024-05-25,Jubilant Jellybean,25327306.0,2024-05-14,109.02,84.0,100.8,8.33,2772b208-9bd2-4817-a281-af19555e0ec5,6854269.0,11173668.0,2024-05-14,True,,0.83,5.88,7.0843373493975905,CM
2024-05-31,Daring Dragon,25337378.0,2024-05-29,27.04,72.8,25.0,2.07,5e160574-2903-43c6-bf2b-9091ba693c26,4698493.0,13558546.0,2024-05-15,False,,0.21,0.21,1.0,B
2024-05-26,Lucky Llama,25560388.0,2024-05-24,74.5,95.3,68.89,5.69,dcd3cee8-dbe6-48fa-a229-f544c6857872,1912739.0,382422.0,2024-05-24,False,,0.57,0.57,1.0,X
2024-05-31,Daring Dragon,23705728.0,2024-01-31,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,13720.0,6901811.0,2024-01-31,True,,0.72,5.1,7.083333333333333,B
2024-05-26,Lucky Llama,25382683.0,2024-05-17,86.52,117.5,80.0,6.61,dcd3cee8-dbe6-48fa-a229-f544c6857872,3633292.0,1383148.0,2024-05-16,False,,0.66,0.66,1.0,N
2024-05-24,Hungry Hedgehog,25473756.0,2024-05-22,124.37,180.0,115.0,9.5,a9f8217c-e4ac-45de-a588-36521e661c14,13445514.0,1062781.0,2024-05-20,False,,0.95,0.95,1.0,G
2024-05-23,Electric Emu,25538860.0,2024-05-23,42.9,95.2,39.67,3.27,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739.0,13821141.0,2024-05-23,False,,0.33,0.33,1.0,AG
2024-05-31,Daring Dragon,25681917.0,2024-05-30,24.87,72.8,23.0,1.9,5e160574-2903-43c6-bf2b-9091ba693c26,7235473.0,3110995.0,2024-05-29,False,,0.19,0.19,1.0,B
2024-05-29,Curious Cactus,24707992.0,2024-04-09,98.84,76.16,91.39,7.56,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,6555586.0,12727948.0,2024-04-09,False,,0.76,0.76,1.0,G
2024-05-08,Fancy Flamingo,25214061.0,2024-05-08,44.99,72.8,41.6,3.44,6914373f-7098-4132-a8de-5af04c8204b7,1912739.0,737190.0,2024-05-08,False,,0.34,0.34,1.0,AE
2024-05-26,Lucky Llama,25492964.0,2024-05-22,80.03,85.0,74.0,5.97,dcd3cee8-dbe6-48fa-a229-f544c6857872,5841447.0,8237553.0,2024-05-21,False,,0.6,0.6,1.0,AD
2024-05-31,Daring Dragon,24728198.0,2024-04-25,59.48,50.4,55.0,4.55,5e160574-2903-43c6-bf2b-9091ba693c26,13440736.0,10292069.0,2024-04-11,True,,0.46,0.93,2.0217391304347827,D
2024-05-29,Curious Cactus,24731777.0,2024-05-12,94.48,87.36,87.36,7.22,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1309318.0,5742320.0,2024-04-11,False,,0.72,0.72,1.0,E
2024-05-29,Curious Cactus,25061543.0,2024-04-30,98.84,76.16,91.39,7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,9517901.0,12876834.0,2024-04-29,True,,0.76,5.33,7.0131578947368425,G
2024-05-26,Lucky Llama,25067600.0,2024-05-12,83.28,90.0,77.0,6.39,dcd3cee8-dbe6-48fa-a229-f544c6857872,7901550.0,13712442.0,2024-04-30,False,,0.64,0.64,1.0,AA
2024-05-05,Golden Giraffe,25152848.0,2024-05-05,64.89,72.8,60.0,4.96,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2992339.0,3118608.0,2024-05-05,False,,0.5,0.5,1.0,D
2024-05-08,Fancy Flamingo,25203445.0,2024-05-08,55.16,107.0,51.0,4.21,6914373f-7098-4132-a8de-5af04c8204b7,876935.0,11779429.0,2024-05-08,False,,0.42,0.42,1.0,I
2024-05-24,Hungry Hedgehog,25547611.0,2024-05-24,116.29,89.6,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,5911091.0,13708655.0,2024-05-24,True,,0.89,6.27,7.044943820224718,BU
2024-05-25,Jubilant Jellybean,25580786.0,2024-05-25,149.25,115.0,138.0,11.4,2772b208-9bd2-4817-a281-af19555e0ec5,12542919.0,13071207.0,2024-05-25,True,,1.14,8.05,7.061403508771931,AV
2024-05-29,Curious Cactus,25668848.0,2024-05-28,54.08,64.96,50.0,4.13,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13880011.0,13880355.0,2024-05-28,False,,0.41,0.41,1.0,I
2024-05-23,Electric Emu,25502871.0,2024-05-22,36.77,95.0,34.0,2.81,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1364561.0,12407564.0,2024-05-22,False,,0.28,0.28,1.0,AH
2024-05-24,Hungry Hedgehog,25546271.0,2024-05-24,152.63,200.0,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,12845137.0,13825522.0,2024-05-23,False,,1.17,1.17,1.0,D
2024-05-26,Lucky Llama,25560344.0,2024-05-24,74.5,95.3,68.89,5.69,dcd3cee8-dbe6-48fa-a229-f544c6857872,1912739.0,2517899.0,2024-05-24,False,,0.57,0.57,1.0,X
2024-05-31,Daring Dragon,25623126.0,2024-05-28,59.48,72.8,55.0,4.55,5e160574-2903-43c6-bf2b-9091ba693c26,2417898.0,1624740.0,2024-05-26,False,,0.46,0.46,1.0,B
2024-05-29,Curious Cactus,22850230.0,2023-11-22,127.91,98.56,118.27,9.77,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4390080.0,158360.0,2023-11-22,True,,0.98,6.9,7.040816326530613,B
2024-05-05,Golden Giraffe,25046076.0,2024-04-28,79.95,61.6,73.92,6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13584049.0,10680020.0,2024-04-28,True,,0.61,4.31,7.0655737704918025,E
2024-05-25,Jubilant Jellybean,25347310.0,2024-05-15,116.29,89.6,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,537587.0,8652078.0,2024-05-15,True,,0.89,6.27,7.044943820224718,CG
2024-05-24,Hungry Hedgehog,25455899.0,2024-05-19,116.29,89.6,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,6292615.0,13698032.0,2024-05-19,True,,0.89,6.27,7.044943820224718,BU
2024-05-31,Daring Dragon,23860298.0,2024-02-11,86.52,72.8,80.0,6.62,5e160574-2903-43c6-bf2b-9091ba693c26,603696.0,214960.0,2024-02-11,True,,0.66,1.6,2.4242424242424243,B
2024-05-29,Curious Cactus,24066353.0,2024-02-26,98.84,76.16,91.39,7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2942559.0,11140426.0,2024-02-26,True,,0.76,5.33,7.0131578947368425,G
2024-05-08,Fancy Flamingo,25165517.0,2024-05-06,56.92,72.8,52.63,4.34,6914373f-7098-4132-a8de-5af04c8204b7,746806.0,11675008.0,2024-05-06,False,,0.43,0.43,1.0,AE
2024-05-08,Fancy Flamingo,25208627.0,2024-05-08,59.48,72.0,55.0,4.54,6914373f-7098-4132-a8de-5af04c8204b7,48810.0,7803080.0,2024-05-08,False,,0.45,0.45,1.0,AH
2024-05-29,Curious Cactus,25300908.0,2024-05-13,69.77,53.76,64.51,5.3,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1205660.0,13719096.0,2024-05-13,True,,0.53,3.76,7.094339622641509,J
2024-05-24,Hungry Hedgehog,25330455.0,2024-05-14,116.29,90.0,107.52,8.9,a9f8217c-e4ac-45de-a588-36521e661c14,632261.0,10967547.0,2024-05-14,True,,0.89,6.07,6.820224719101124,BS
2024-05-25,Jubilant Jellybean,25394513.0,2024-05-17,109.02,84.0,100.8,8.33,2772b208-9bd2-4817-a281-af19555e0ec5,13628884.0,8298721.0,2024-05-17,True,,0.83,5.88,7.0843373493975905,CM
2024-05-24,Hungry Hedgehog,25449556.0,2024-05-19,116.29,89.6,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7174095.0,7611096.0,2024-05-19,True,,0.89,6.27,7.044943820224718,BU
2024-05-23,Electric Emu,25538792.0,2024-05-23,35.69,50.0,33.0,2.72,62df8913-4e36-4cb0-a971-44b8ccff3d7b,7194367.0,228181.0,2024-05-23,False,,0.27,0.27,1.0,BD
2024-05-27,Brilliant Banjo,25609444.0,2024-05-26,108.15,128.0,100.0,8.27,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,10731868.0,1904462.0,2024-05-26,False,,0.83,0.83,1.0,BC
2024-05-31,Daring Dragon,23443325.0,2024-01-03,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,1263725.0,12224612.0,2024-01-03,True,,0.72,5.1,7.083333333333333,B
2024-05-05,Golden Giraffe,25150475.0,2024-05-05,58.4,61.6,54.0,4.46,e0d78d5c-7086-4d89-87ef-b1388f842f2c,447026.0,3721671.0,2024-05-04,False,,0.45,0.45,1.0,E
2024-05-26,Lucky Llama,25557072.0,2024-05-24,75.71,95.3,70.0,5.79,dcd3cee8-dbe6-48fa-a229-f544c6857872,4609199.0,2154381.0,2024-05-24,False,,0.58,0.58,1.0,X
2024-05-26,Lucky Llama,25566671.0,2024-05-26,75.71,95.0,70.0,5.79,dcd3cee8-dbe6-48fa-a229-f544c6857872,6792804.0,8284276.0,2024-05-24,False,,0.58,0.58,1.0,Y
2024-05-27,Brilliant Banjo,25577586.0,2024-05-25,122.21,128.0,113.0,9.34,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,1558107.0,10881798.0,2024-05-24,False,,0.93,0.93,1.0,BC
2024-05-26,Lucky Llama,24879442.0,2024-04-21,91.93,95.0,85.0,7.02,dcd3cee8-dbe6-48fa-a229-f544c6857872,11987452.0,11005563.0,2024-04-20,False,,0.7,0.7,1.0,Y
2024-05-29,Curious Cactus,25051415.0,2024-04-29,113.37,87.36,104.83,8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4545202.0,11993374.0,2024-04-29,False,,0.87,0.87,1.0,E
2024-05-05,Golden Giraffe,25116857.0,2024-05-03,70.3,61.6,65.0,5.37,e0d78d5c-7086-4d89-87ef-b1388f842f2c,5322765.0,605857.0,2024-05-03,True,,0.54,0.08,0.14814814814814814,E
2024-05-31,Daring Dragon,25503735.0,2024-05-30,34.61,72.8,32.0,2.64,5e160574-2903-43c6-bf2b-9091ba693c26,928731.0,5351055.0,2024-05-22,False,,0.26,0.26,1.0,B
2024-05-29,Curious Cactus,23053423.0,2023-12-06,98.84,76.16,91.39,7.56,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2902066.0,5331055.0,2023-12-06,True,,0.76,5.33,7.0131578947368425,G
2024-05-05,Golden Giraffe,24903928.0,2024-04-22,79.95,61.6,73.92,6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,1731951.0,12226369.0,2024-04-22,False,,0.61,0.61,1.0,E
2024-05-08,Fancy Flamingo,25214086.0,2024-05-08,42.18,72.8,39.0,3.22,6914373f-7098-4132-a8de-5af04c8204b7,7604131.0,10800104.0,2024-05-08,False,,0.32,0.32,1.0,AE
2024-05-24,Hungry Hedgehog,25524547.0,2024-05-23,116.29,130.0,107.52,8.9,a9f8217c-e4ac-45de-a588-36521e661c14,5219849.0,13799412.0,2024-05-23,False,,0.89,0.89,1.0,Z
2024-05-31,Daring Dragon,25623973.0,2024-05-27,37.85,72.8,35.0,2.89,5e160574-2903-43c6-bf2b-9091ba693c26,439640.0,2867338.0,2024-05-26,False,,0.29,0.29,1.0,B
2024-05-27,Brilliant Banjo,25638408.0,2024-05-27,113.99,128.24,105.4,8.72,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,7494204.0,5919403.0,2024-05-27,False,,0.87,0.87,1.0,BA
2024-05-31,Daring Dragon,25726475.0,2024-05-31,27.0,72.8,24.96,2.06,5e160574-2903-43c6-bf2b-9091ba693c26,1912739.0,7221256.0,2024-05-31,False,,0.21,0.21,1.0,B
2024-05-24,Hungry Hedgehog,25386016.0,2024-05-17,94.48,72.8,87.36,7.22,a9f8217c-e4ac-45de-a588-36521e661c14,13721647.0,13748740.0,2024-05-17,True,,0.72,5.1,7.083333333333333,CE
2024-05-23,Electric Emu,25514260.0,2024-05-22,34.48,87.0,31.89,2.63,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739.0,13233278.0,2024-05-22,False,,0.26,0.26,1.0,AN
2024-05-24,Hungry Hedgehog,25532639.0,2024-05-23,152.63,117.6,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,6888512.0,13813342.0,2024-05-23,True,,1.17,8.23,7.034188034188035,AL
2024-05-29,Curious Cactus,23840344.0,2024-02-10,98.84,76.16,91.39,7.55,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2945971.0,12995816.0,2024-02-10,True,,0.76,5.33,7.0131578947368425,G
2024-05-29,Curious Cactus,24976602.0,2024-04-26,113.36,120.0,104.82,8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,283077.0,1496514.0,2024-04-26,False,,0.87,0.87,1.0,A
2024-05-29,Curious Cactus,23577569.0,2024-01-19,84.31,64.96,77.95,6.45,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1593951.0,8450095.0,2024-01-19,False,,0.65,0.65,1.0,I
2024-05-05,Golden Giraffe,25137575.0,2024-05-04,59.48,61.6,55.0,4.55,e0d78d5c-7086-4d89-87ef-b1388f842f2c,125524.0,13603373.0,2024-05-04,False,,0.46,0.46,1.0,E
2024-05-05,Golden Giraffe,25159494.0,2024-05-05,54.08,61.6,50.0,4.57,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3320455.0,11544186.0,2024-05-05,False,,0.46,0.46,1.0,E
2024-05-25,Jubilant Jellybean,25509348.0,2024-05-22,109.02,84.0,100.8,8.33,2772b208-9bd2-4817-a281-af19555e0ec5,8361710.0,12067129.0,2024-05-22,True,,0.83,5.88,7.0843373493975905,CM
2024-05-25,Jubilant Jellybean,25530018.0,2024-05-23,116.29,116.9,107.52,8.9,2772b208-9bd2-4817-a281-af19555e0ec5,5170848.0,324622.0,2024-05-23,False,,0.89,0.89,1.0,AQ
2024-05-08,Fancy Flamingo,25213253.0,2024-05-08,43.26,72.8,40.0,3.31,6914373f-7098-4132-a8de-5af04c8204b7,10716756.0,4249451.0,2024-05-08,False,,0.33,0.33,1.0,AE
2024-05-24,Hungry Hedgehog,25276683.0,2024-05-11,114.64,100.35,106.0,8.76,a9f8217c-e4ac-45de-a588-36521e661c14,160802.0,7332112.0,2024-05-11,True,,0.88,0.18,0.20454545454545453,BG
2024-05-24,Hungry Hedgehog,25557549.0,2024-05-24,116.29,110.0,107.52,8.9,a9f8217c-e4ac-45de-a588-36521e661c14,7614993.0,13457051.0,2024-05-24,False,,0.89,0.89,1.0,AW
2024-05-25,Jubilant Jellybean,25580753.0,2024-05-25,142.76,110.0,132.0,10.91,2772b208-9bd2-4817-a281-af19555e0ec5,12542919.0,9118722.0,2024-05-25,True,,1.09,7.7,7.064220183486238,BA
2024-05-26,Lucky Llama,25611453.0,2024-05-26,73.54,95.3,68.0,5.62,dcd3cee8-dbe6-48fa-a229-f544c6857872,13852822.0,5308046.0,2024-05-26,False,,0.56,0.56,1.0,X
2024-05-31,Daring Dragon,23674628.0,2024-01-28,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,701194.0,7071984.0,2024-01-28,True,,0.72,5.1,7.083333333333333,B
2024-05-25,Jubilant Jellybean,25469454.0,2024-05-20,115.5,89.0,106.8,8.83,2772b208-9bd2-4817-a281-af19555e0ec5,8361710.0,11788391.0,2024-05-20,True,,0.88,6.23,7.079545454545455,CI
2024-05-25,Jubilant Jellybean,25547546.0,2024-05-24,66.62,61.6,61.6,5.1,2772b208-9bd2-4817-a281-af19555e0ec5,13824776.0,10056136.0,2024-05-24,False,,0.51,0.51,1.0,CU
2024-05-25,Jubilant Jellybean,25557584.0,2024-05-24,116.29,120.0,107.52,8.9,2772b208-9bd2-4817-a281-af19555e0ec5,6355243.0,10001760.0,2024-05-24,False,,0.89,0.89,1.0,AJ
2024-05-29,Curious Cactus,25628875.0,2024-05-28,37.85,33.0,35.0,2.9,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,12242176.0,13875403.0,2024-05-27,True,,0.29,0.13,0.4482758620689656,P
2024-05-31,Daring Dragon,25731383.0,2024-05-31,24.87,72.8,23.0,1.9,5e160574-2903-43c6-bf2b-9091ba693c26,1262846.0,6395351.0,2024-05-31,False,,0.19,0.19,1.0,B
2024-05-31,Daring Dragon,23534601.0,2024-01-14,79.95,61.6,73.92,6.11,5e160574-2903-43c6-bf2b-9091ba693c26,11407151.0,9195526.0,2024-01-14,True,,0.61,4.31,7.0655737704918025,C
2024-05-08,Fancy Flamingo,25211726.0,2024-05-08,54.08,72.0,50.0,4.57,6914373f-7098-4132-a8de-5af04c8204b7,5333045.0,5307262.0,2024-05-08,False,,0.46,0.46,1.0,AH
2024-05-08,Fancy Flamingo,25214508.0,2024-05-08,48.67,45.0,45.0,3.72,6914373f-7098-4132-a8de-5af04c8204b7,7366607.0,66515.0,2024-05-08,False,,0.37,0.37,1.0,BC
2024-05-23,Electric Emu,25485970.0,2024-05-22,34.61,75.0,32.0,2.64,62df8913-4e36-4cb0-a971-44b8ccff3d7b,423615.0,11799864.0,2024-05-21,False,,0.26,0.26,1.0,AS
2024-05-25,Jubilant Jellybean,25527598.0,2024-05-23,116.29,89.6,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,4082025.0,11923156.0,2024-05-23,True,,0.89,6.27,7.044943820224718,CG
2024-05-25,Jubilant Jellybean,25551410.0,2024-05-24,116.29,90.0,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,9512369.0,13826724.0,2024-05-24,True,,0.89,6.07,6.820224719101124,CC
2024-05-31,Daring Dragon,25623852.0,2024-05-26,32.43,84.0,29.99,2.48,5e160574-2903-43c6-bf2b-9091ba693c26,1216689.0,9190106.0,2024-05-26,False,,0.25,0.25,1.0,A
2024-05-25,Jubilant Jellybean,25285252.0,2024-05-12,116.29,89.6,107.52,8.9,2772b208-9bd2-4817-a281-af19555e0ec5,9140430.0,2300319.0,2024-05-12,True,,0.89,6.27,7.044943820224718,CG
2024-05-31,Daring Dragon,25346108.0,2024-05-26,42.18,72.8,39.0,3.23,5e160574-2903-43c6-bf2b-9091ba693c26,5345959.0,13856057.0,2024-05-15,False,,0.32,0.32,1.0,B
2024-05-24,Hungry Hedgehog,25371507.0,2024-05-17,152.63,117.6,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,12213494.0,12195632.0,2024-05-16,True,,1.17,8.23,7.034188034188035,AL
2024-05-23,Electric Emu,25529675.0,2024-05-23,35.5,95.2,32.83,2.71,62df8913-4e36-4cb0-a971-44b8ccff3d7b,1912739.0,10985035.0,2024-05-23,False,,0.27,0.27,1.0,AG
2024-05-24,Hungry Hedgehog,25555117.0,2024-05-24,116.29,200.0,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7984046.0,861553.0,2024-05-24,False,,0.89,0.89,1.0,D
2024-05-27,Brilliant Banjo,25566532.0,2024-05-25,102.74,139.44,95.0,7.73,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,13832274.0,4775089.0,2024-05-24,False,,0.77,0.77,1.0,AQ
2024-05-29,Curious Cactus,21727742.0,2023-09-15,45.42,35.0,42.0,3.47,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,11988456.0,11988812.0,2023-09-15,False,,0.35,0.35,1.0,K
2024-05-05,Golden Giraffe,24915023.0,2024-04-22,43.26,49.28,40.0,3.3,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3281241.0,9256056.0,2024-04-22,False,,0.33,0.33,1.0,G
2024-05-05,Golden Giraffe,25140181.0,2024-05-04,62.73,61.6,58.0,4.79,e0d78d5c-7086-4d89-87ef-b1388f842f2c,168072.0,6891059.0,2024-05-04,False,,0.48,0.48,1.0,E
2024-05-31,Daring Dragon,25474306.0,2024-05-30,32.45,72.8,30.0,2.48,5e160574-2903-43c6-bf2b-9091ba693c26,9017646.0,739099.0,2024-05-20,False,,0.25,0.25,1.0,B
2024-05-23,Electric Emu,25486772.0,2024-05-21,62.73,95.2,58.0,4.79,62df8913-4e36-4cb0-a971-44b8ccff3d7b,12983305.0,11856276.0,2024-05-21,False,,0.48,0.48,1.0,AG
2024-05-23,Electric Emu,25492220.0,2024-05-22,37.75,92.2,34.9,2.9,62df8913-4e36-4cb0-a971-44b8ccff3d7b,8065627.0,13544367.0,2024-05-21,False,,0.29,0.29,1.0,AJ
2024-05-29,Curious Cactus,21709479.0,2023-09-14,108.15,87.36,100.0,8.26,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,637275.0,3204438.0,2023-09-14,True,,0.83,3.82,4.602409638554217,E
2024-05-05,Golden Giraffe,25147011.0,2024-05-05,54.08,61.6,50.0,4.14,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8524206.0,7091452.0,2024-05-04,False,,0.41,0.41,1.0,E
2024-05-24,Hungry Hedgehog,25507767.0,2024-05-22,96.96,89.6,89.65,8.19,a9f8217c-e4ac-45de-a588-36521e661c14,13800735.0,7844854.0,2024-05-22,False,,0.82,0.82,1.0,BU
2024-05-25,Jubilant Jellybean,25574017.0,2024-05-24,146.0,117.6,135.0,11.16,2772b208-9bd2-4817-a281-af19555e0ec5,5297615.0,6970318.0,2024-05-24,True,,1.12,5.33,4.758928571428571,AN
2024-05-23,Electric Emu,25487404.0,2024-05-22,90.31,123.2,83.5,6.97,62df8913-4e36-4cb0-a971-44b8ccff3d7b,6452387.0,10538827.0,2024-05-21,False,,0.7,0.7,1.0,M
